Sec,Ah,V,A,S,D,Deg,RPM,HW,Nm,ThI,ThO,Acc,Lim
454.52,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
454.74,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
454.96,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
455.16,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
455.36,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
455.57,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
455.77,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
455.99,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
456.19,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
456.4,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
456.61,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
456.81,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
457.01,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
457.21,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
457.42,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
457.64,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
457.84,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
458.06,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
458.27,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
458.47,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
458.68,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
458.89,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
459.09,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
459.29,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
459.5,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
459.71,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
459.92,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
460.12,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
460.34,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
460.55,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
460.75,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
460.96,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
461.16,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
461.37,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
461.57,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
461.79,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
462.0,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
462.21,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
462.41,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
462.61,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
462.82,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
463.04,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
463.24,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
463.46,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
463.66,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
463.87,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
464.09,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
464.3,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
464.5,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
464.71,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
464.92,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
465.14,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
465.34,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
465.54,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
465.74,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
465.95,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
466.17,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
466.38,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
466.59,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
466.8,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
467.01,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
467.21,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
467.42,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
467.64,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
467.85,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
468.06,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
468.27,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
468.49,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
468.69,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
468.9,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
469.11,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
469.32,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
469.53,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
469.74,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
469.95,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
470.16,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
470.36,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
470.57,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
470.78,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
470.99,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
471.19,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
471.39,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
471.61,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
471.82,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
472.02,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
472.22,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
472.42,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
472.64,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
472.84,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
473.04,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
473.26,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
473.46,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
473.67,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
473.87,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
474.07,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
474.29,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
474.49,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
474.7,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
474.9,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
475.11,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
475.32,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
475.53,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
475.74,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
475.95,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
476.15,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
476.36,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
476.56,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
476.76,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
476.97,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
477.17,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
477.39,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
477.6,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
477.81,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
478.01,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
478.23,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
478.44,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
478.65,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
478.86,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
479.06,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
479.26,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
479.47,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
479.69,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
479.89,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
480.1,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
480.31,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
480.51,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
480.72,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
480.92,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
481.14,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
481.35,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
481.56,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
481.77,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
481.97,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
482.18,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
482.38,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
482.58,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
482.79,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
483.0,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
483.2,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
483.41,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
483.62,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
483.82,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
484.03,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
484.23,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
484.44,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
484.65,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
484.86,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
485.07,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
485.28,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
485.49,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
485.69,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
485.9,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
486.11,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
486.32,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
486.53,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
486.74,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
486.94,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
487.15,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
487.36,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
487.57,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
487.77,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
487.98,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
488.19,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
488.4,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
488.61,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
488.82,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
489.03,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
489.24,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
489.44,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
489.66,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
489.87,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
490.07,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
490.29,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
490.49,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
490.69,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
490.9,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
491.1,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
491.31,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
491.52,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
491.73,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
491.94,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
492.15,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
492.36,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
492.56,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
492.77,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
492.98,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
493.19,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
493.41,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
493.61,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
493.81,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
494.02,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
494.22,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
494.42,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
494.63,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
494.84,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
495.05,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
495.26,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
495.47,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
495.68,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
495.89,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
496.09,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
496.3,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
496.51,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
496.71,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
496.91,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
497.11,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
497.32,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
497.53,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
497.73,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
497.94,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
498.14,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
498.35,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
498.55,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
498.75,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
498.96,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
499.16,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
499.37,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
499.58,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
499.79,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
500.0,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
500.2,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
500.4,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
500.61,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
500.81,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
501.02,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
501.22,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
501.43,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
501.64,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
501.85,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
502.06,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
502.26,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
502.47,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
502.67,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
502.88,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
503.09,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
503.29,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
503.5,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
503.71,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
503.92,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
504.12,0.0000,52.41,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
504.32,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
504.52,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
504.72,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
504.93,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
505.13,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
505.33,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
505.54,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
505.74,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
505.94,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
